PROPERTYID,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,PENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,DISTRICTNAME
15333,91812,51,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
15334,117136,68,2,1,Second hand / Unknown,0,0,0,0,0,Ciudad Lineal
15335,111589,46,2,1,Second hand / Unknown,0,0,0,0,0,San Blas
15336,342186,74,2,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
15337,186937,66,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
15338,1422233,352,4,4,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
15339,170041,103,3,1,Second hand / Needs reform,0,0,0,0,0,Latina
15340,855309,219,4,3,Second hand / Good state,0,0,0,1,1,Fuencarral
15341,630535,163,4,3,Second hand / Good state,0,0,0,1,1,Fuencarral
15342,421237,93,3,2,Second hand / Needs reform,0,0,0,1,1,Ciudad Lineal
15343,219490,67,1,1,Second hand / Good state,0,1,0,0,1,Latina
15344,595146,142,4,2,Second hand / Good state,0,0,0,0,1,Chamartín
15345,577622,99,2,2,Second hand / Good state,0,0,0,0,1,Chamartín
15346,680313,145,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
15347,334091,84,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
15348,187140,93,3,2,Second hand / Good state,0,0,0,1,1,Villaverde
15349,168661,37,1,1,Second hand / Needs reform,0,0,0,0,0,Centro
15350,190543,46,1,1,Second hand / Needs reform,0,0,0,0,0,Chamberí
15351,159253,65,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
15352,625200,128,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
15353,128549,82,2,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
15354,365801,67,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
15355,1096334,201,3,2,Second hand / Good state,0,0,0,0,1,Centro
15356,365894,86,3,1,Second hand / Needs reform,0,0,0,0,1,Chamartín
15357,1108735,205,3,3,Second hand / Good state,0,0,0,1,1,Hortaleza
15358,648919,147,4,3,Second hand / Good state,0,0,0,0,1,Chamartín
15359,756672,128,2,2,Second hand / Good state,0,0,0,0,1,Centro
15360,233847,101,4,2,Second hand / Unknown,0,0,0,0,0,Ciudad Lineal
15361,130160,39,1,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15362,245239,91,3,2,Second hand / Good state,0,0,0,0,1,Moratalaz
15363,191692,49,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
15364,316785,115,3,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15365,596438,163,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
15366,963245,119,3,3,Second hand / Good state,0,0,1,0,1,Arganzuela
15367,159468,107,3,2,Second hand / Good state,0,0,0,0,1,Carabanchel
15368,503125,104,2,2,Second hand / Good state,0,0,0,0,1,Arganzuela
15369,307488,113,3,2,Second hand / Unknown,0,0,0,0,1,Moratalaz
15370,161555,74,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15371,407569,100,4,2,Second hand / Good state,0,0,0,0,1,Tetuán
15372,130203,60,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
15373,2322117,354,4,5,Second hand / Good state,0,1,0,0,1,Chamartín
15374,140524,72,3,1,Second hand / Needs reform,0,0,0,0,1,Carabanchel
15375,112582,55,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
15376,297526,84,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
15377,265448,115,4,2,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
15378,179349,125,3,2,Second hand / Good state,0,0,0,0,0,Usera
15379,137531,57,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
15380,232063,69,2,1,Second hand / Good state,0,0,0,0,1,Moncloa
15381,108734,20,0,1,Second hand / Good state,1,0,0,0,0,Centro
15382,344400,95,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
15383,179114,50,1,1,Second hand / Good state,0,0,0,1,1,Puente de Vallecas
15384,173183,91,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
15385,178459,60,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15386,472407,132,3,2,Second hand / Good state,0,0,0,1,1,Moncloa
15387,233253,66,0,1,Second hand / Good state,1,0,0,1,1,Hortaleza
15388,198221,79,3,1,Second hand / Good state,0,0,0,0,1,Chamberí
15389,153313,60,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15390,328302,76,1,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15391,303543,74,2,2,Second hand / Good state,0,0,0,0,1,Moncloa
15392,216181,95,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
15393,647479,139,3,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
15394,1470615,184,3,2,Second hand / Good state,0,1,0,0,1,Centro
15395,110471,50,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15396,676323,175,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
15397,112349,76,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15398,254082,52,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
15399,583430,130,3,3,Second hand / Good state,0,0,0,0,1,Chamberí
15400,222792,47,2,2,Second hand / Good state,0,0,0,0,0,Arganzuela
15401,284200,75,2,2,Second hand / Good state,0,0,0,1,1,Vicálvaro
15402,395098,127,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15403,264632,145,3,2,Second hand / Good state,0,1,0,0,1,Usera
15404,394043,112,3,5,Second hand / Good state,0,0,0,0,0,Tetuán
15405,93798,59,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
15406,255159,79,3,1,Second hand / Good state,0,0,0,0,1,Latina
15407,106987,91,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
15408,490943,132,4,2,Second hand / Good state,0,0,0,1,1,Fuencarral
15409,113269,66,2,1,Second hand / Good state,0,0,0,0,0,Latina
15410,296317,79,3,2,Second hand / Good state,0,0,0,0,1,San Blas
15411,342778,91,3,1,Second hand / Unknown,0,0,0,0,1,Latina
15412,146246,86,3,1,Second hand / Good state,0,0,0,0,0,Usera
15413,534121,127,3,2,Second hand / Good state,0,0,0,1,1,Arganzuela
15414,523466,135,3,2,Second hand / Good state,0,0,0,0,1,Retiro
15415,278423,57,2,1,Second hand / Good state,0,0,0,0,1,Chamberí
15416,755561,113,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
15417,299538,66,2,1,Second hand / Good state,0,0,0,0,0,Chamartín
15418,199193,89,3,1,Second hand / Good state,0,0,0,0,1,Latina
15419,124657,56,2,1,Second hand / Good state,0,0,0,0,0,San Blas
15420,683218,186,4,2,Second hand / Good state,0,0,0,1,1,Barajas
15421,393752,99,3,1,Second hand / Needs reform,0,0,0,0,1,Arganzuela
15422,253961,56,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15423,173626,57,2,1,Second hand / Good state,0,0,0,0,1,Centro
15424,145994,114,4,1,Second hand / Good state,0,1,0,0,1,Villaverde
15425,985326,162,3,4,Second hand / Good state,0,0,0,0,1,Salamanca
15426,445826,164,3,2,Second hand / Needs reform,0,0,0,0,1,Retiro
15427,519944,100,2,1,Second hand / Good state,0,0,0,0,0,Centro
15428,138228,65,3,1,Second hand / Unknown,0,0,0,0,0,Latina
15429,225002,50,2,1,Second hand / Good state,0,0,0,0,0,Centro
15430,278530,64,1,1,Second hand / Good state,0,0,0,0,1,Centro
15431,84940,81,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
15432,198631,56,1,1,Second hand / Good state,0,0,0,0,1,Moncloa
15433,108739,62,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15434,422329,119,3,2,Second hand / Good state,0,1,0,0,1,Tetuán
15435,250150,95,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15436,756660,182,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
15437,63141,106,0,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
15438,121231,60,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
15439,106069,55,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15440,1631116,330,5,5,Second hand / Good state,0,0,0,0,1,Moncloa
15441,257642,122,4,2,Second hand / Good state,0,0,0,0,1,San Blas
15442,271807,50,1,1,Second hand / Unknown,0,0,0,0,1,Salamanca
15443,976412,237,4,3,Second hand / Good state,0,0,0,1,1,Fuencarral
15444,2299774,241,3,3,Second hand / Good state,0,0,0,0,1,Salamanca
15445,140935,73,3,1,Second hand / Needs reform,0,0,0,0,1,Latina
15446,216115,54,1,1,Second hand / Good state,0,0,0,1,1,San Blas
15447,3895770,616,6,4,Second hand / Needs reform,0,0,0,0,1,Retiro
15448,759295,162,4,3,Second hand / Good state,0,0,0,1,1,Hortaleza
15449,485452,132,4,1,Second hand / Needs reform,0,0,0,0,0,Centro
15450,1477833,167,3,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
15451,138288,80,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15452,268917,59,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
15453,190186,77,2,2,Second hand / Good state,0,0,0,0,0,Carabanchel
15454,159568,88,3,3,Second hand / Good state,0,0,0,0,0,San Blas
15455,171016,25,0,1,Second hand / Good state,1,0,0,0,0,Centro
15456,222256,98,3,2,Second hand / Good state,0,0,0,0,1,Carabanchel
15457,972906,240,4,3,Second hand / Good state,0,0,0,0,1,Tetuán
15458,127276,70,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
15459,314461,99,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
15460,179650,36,1,1,Second hand / Good state,0,0,0,0,0,Centro
15461,188788,53,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15462,170945,81,2,1,Second hand / Good state,0,0,0,0,0,Usera
15463,306205,59,1,1,Second hand / Good state,0,0,0,0,1,Centro
15464,401232,119,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
15465,266404,88,3,2,Second hand / Good state,0,0,0,0,1,San Blas
15466,458409,89,3,2,Second hand / Good state,0,0,0,0,1,Retiro
15467,35955,61,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
15468,192969,100,3,2,Second hand / Good state,0,0,0,0,1,Usera
15469,357950,76,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
15470,325253,61,0,1,Second hand / Good state,1,0,0,0,1,Chamberí
15471,1289217,282,6,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
15472,1180647,194,4,2,Second hand / Needs reform,0,0,0,0,1,Centro
15473,107136,53,2,1,Second hand / Needs reform,0,0,0,0,1,San Blas
15474,1635384,125,2,2,Second hand / Good state,0,1,0,0,1,Centro
15475,346589,50,0,1,Second hand / Good state,1,1,0,0,1,Chamberí
15476,45142,15,0,1,Second hand / Good state,1,0,0,0,0,Puente de Vallecas
15477,574336,154,5,2,Second hand / Good state,0,0,0,0,1,Centro
15478,1501528,234,3,3,Second hand / Good state,0,1,1,0,1,Salamanca
15479,356526,137,4,2,Second hand / Good state,0,0,0,1,1,Usera
15480,426161,56,2,1,Second hand / Good state,0,0,0,0,1,Centro
15481,971821,92,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
15482,351519,80,3,2,Second hand / Good state,0,0,0,0,1,Retiro
15483,253959,39,1,1,Second hand / Good state,0,0,0,0,0,Centro
15484,112322,30,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
15485,271030,90,3,2,Second hand / Unknown,0,0,0,0,0,Ciudad Lineal
15486,133579,70,3,1,Second hand / Needs reform,0,0,0,0,0,Ciudad Lineal
15487,143028,79,3,1,Second hand / Good state,0,0,0,0,0,Latina
15488,91319,67,3,1,Second hand / Needs reform,0,0,0,0,1,Usera
15489,116511,37,1,1,Second hand / Good state,0,0,0,0,1,Carabanchel
15490,184471,46,1,1,Second hand / Good state,0,0,0,0,0,Chamberí
15491,184584,75,3,1,Second hand / Needs reform,0,0,0,0,1,Hortaleza
15492,244670,120,3,2,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
15493,19808,78,3,1,Second hand / Good state,0,0,0,0,0,Tetuán
15494,374408,74,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
15495,708684,81,3,2,Second hand / Needs reform,0,1,0,0,1,Salamanca
15496,282806,66,2,1,Second hand / Good state,0,0,0,0,0,Centro
15497,320921,142,4,3,Second hand / Needs reform,0,0,0,0,1,San Blas
15498,243405,51,2,1,Second hand / Needs reform,0,0,0,0,1,Retiro
15499,134381,76,2,1,Second hand / Good state,0,0,0,0,1,Latina
15500,169746,67,2,1,Second hand / Needs reform,0,0,0,0,0,Moncloa
15501,220750,79,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15502,225123,63,1,1,Second hand / Good state,0,0,0,0,1,Arganzuela
15503,711329,178,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
15504,425098,100,2,2,Second hand / Good state,0,0,1,1,1,Ciudad Lineal
15505,141684,74,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15506,233539,85,2,2,Second hand / Good state,0,0,0,1,1,Vicálvaro
15507,197401,81,3,1,Second hand / Good state,0,0,0,0,1,Latina
15508,202727,74,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15509,687635,117,3,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
15510,495817,130,4,2,Second hand / Good state,0,0,0,1,1,Moncloa
15511,181035,53,1,1,Second hand / Unknown,0,0,0,1,1,San Blas
15512,427014,91,2,2,Second hand / Good state,0,0,0,0,0,Centro
15513,270694,117,3,2,Second hand / Good state,0,0,0,1,1,Usera
15514,898929,282,5,3,Second hand / Needs reform,0,0,0,1,1,Ciudad Lineal
15515,150445,79,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
15516,153659,39,1,1,Second hand / Needs reform,0,0,0,0,1,Arganzuela
15517,133486,66,3,1,Second hand / Good state,0,0,0,0,0,San Blas
15518,194872,37,0,1,Second hand / Good state,1,0,0,0,1,Chamartín
15519,1291517,330,5,3,Second hand / Good state,0,0,0,0,1,Chamberí
15520,684871,79,2,2,Second hand / Good state,0,0,0,0,1,Centro
15521,116529,70,3,1,Second hand / Needs reform,0,0,0,0,0,Usera
15522,78907,55,3,1,Second hand / Needs reform,0,0,0,0,0,San Blas
15523,170020,72,3,1,Second hand / Good state,0,0,0,0,1,Latina
15524,191789,60,2,1,Second hand / Good state,0,0,0,0,1,Hortaleza
15525,734239,125,4,3,Second hand / Good state,0,0,0,0,1,Retiro
15526,571755,122,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
15527,2045274,232,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
15528,248409,64,2,1,Second hand / Good state,0,0,0,0,0,Arganzuela
15529,132335,52,2,1,Second hand / Unknown,0,0,0,0,1,Moratalaz
15530,390817,73,2,2,Second hand / Good state,0,0,0,0,1,Arganzuela
15531,377151,97,3,2,Second hand / Good state,0,0,0,0,1,Tetuán
15532,271402,118,1,1,Second hand / Unknown,0,0,0,0,1,San Blas
15533,311794,64,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15534,146356,76,2,1,Second hand / Needs reform,0,0,0,0,0,San Blas
15535,1172935,273,6,4,Second hand / Good state,0,0,0,1,1,Chamartín
15536,633357,143,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
15537,4413622,743,6,6,Second hand / Needs reform,0,0,0,0,1,Chamberí
15538,157465,77,2,1,Second hand / Good state,0,0,0,0,0,Latina
15539,214256,67,2,1,Second hand / Good state,0,0,0,0,1,Fuencarral
15540,399101,113,2,2,Second hand / Good state,0,0,0,0,0,Arganzuela
15541,219866,53,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
15542,150451,51,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15543,100838,63,2,1,Second hand / Unknown,0,0,0,0,0,Villaverde
15544,327631,127,3,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
15545,346065,60,1,1,Second hand / Good state,0,0,0,1,1,Fuencarral
15546,255244,99,3,2,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
15547,135188,45,2,1,Second hand / Good state,0,0,0,0,1,Tetuán
15548,435823,123,3,1,Second hand / Needs reform,0,1,0,0,1,Tetuán
15549,49306,50,1,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15550,133347,59,3,1,Second hand / Good state,0,0,0,0,0,Latina
15551,132876,54,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15552,144750,82,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15553,645885,120,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
15554,173660,103,2,2,Second hand / Good state,0,0,0,0,0,Villaverde
15555,89784,59,2,1,Second hand / Needs reform,0,0,0,0,0,Ciudad Lineal
15556,40216,46,3,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
15557,3364863,358,5,3,Second hand / Good state,0,0,0,1,1,Chamartín
15558,292043,126,4,2,Second hand / Unknown,0,0,0,0,0,Latina
15559,226769,81,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15560,101951,60,3,1,Second hand / Needs reform,0,0,0,0,0,Vicálvaro
15561,169542,68,2,1,Second hand / Needs reform,0,0,0,0,1,Fuencarral
15562,450510,79,3,2,Second hand / Good state,0,0,0,0,1,Arganzuela
15563,1414884,203,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
15564,162336,91,3,1,Second hand / Good state,0,0,0,0,1,San Blas
15565,1474465,276,6,4,Second hand / Good state,0,0,0,1,1,Chamberí
15566,1029753,178,5,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
15567,442118,81,2,2,Second hand / Good state,0,0,0,0,1,Retiro
15568,146192,50,1,1,Second hand / Good state,0,0,0,0,1,Carabanchel
15569,1186641,201,5,2,Second hand / Needs reform,0,1,0,0,1,Salamanca
15570,63017,59,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15571,489002,111,3,1,Second hand / Good state,0,1,0,0,1,Salamanca
15572,147270,98,3,1,Second hand / Good state,0,0,0,0,1,Villaverde
15573,414392,91,2,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15574,459791,146,3,2,Second hand / Good state,0,0,0,0,1,Centro
15575,428749,122,2,3,Second hand / Good state,0,0,1,1,0,Moncloa
15576,497202,132,3,2,Second hand / Good state,0,1,1,1,1,Hortaleza
15577,319374,94,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
15578,958380,159,3,3,Second hand / Good state,0,0,1,0,1,Chamartín
15579,573317,208,4,3,Second hand / Needs reform,0,0,0,0,1,Chamberí
15580,1426274,205,4,3,Second hand / Good state,0,0,0,0,1,Chamberí
15581,795027,178,5,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
15582,267755,148,5,2,Second hand / Unknown,0,0,0,0,1,Arganzuela
15583,96835,42,2,1,Second hand / Unknown,0,0,0,0,0,Arganzuela
15584,359976,112,3,2,Second hand / Needs reform,0,0,0,0,1,Arganzuela
15585,138463,51,3,1,Second hand / Unknown,0,0,0,0,1,Retiro
15586,429715,96,3,2,Second hand / Unknown,0,0,0,0,1,Retiro
15587,693307,171,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
15588,302660,107,2,2,Second hand / Good state,0,0,0,1,1,Fuencarral
15589,313883,53,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
15590,1093927,322,5,4,Second hand / Needs reform,0,0,1,0,1,Chamberí
15591,169162,71,2,1,Second hand / Good state,0,0,0,0,1,Tetuán
15592,396356,113,3,1,Second hand / Unknown,0,0,0,0,0,Hortaleza
15593,443034,99,3,1,Second hand / Needs reform,0,1,0,0,1,Chamberí
15594,351171,127,4,2,Second hand / Good state,0,0,0,0,1,Chamartín
15595,758905,201,5,2,Second hand / Good state,0,0,0,0,1,Chamberí
15596,203751,62,1,1,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
15597,168968,59,0,1,Second hand / Good state,1,0,0,1,1,Villa de Vallecas
15598,619454,136,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
15599,102731,50,2,1,Second hand / Good state,0,0,0,0,0,Vicálvaro
15600,263603,120,2,1,Second hand / Good state,0,0,0,1,1,Hortaleza
15601,236605,29,1,1,Second hand / Good state,0,1,0,0,1,Moncloa
15602,590476,139,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
15603,803053,124,2,3,Second hand / Good state,0,0,0,1,1,Moncloa
15604,118330,72,3,1,Second hand / Needs reform,0,0,0,0,1,Latina
15605,978525,231,4,4,Second hand / Good state,0,1,1,1,1,Moncloa
15606,309707,139,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
15607,388275,117,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
15608,1152017,333,4,3,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
15609,182257,61,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15610,1626633,348,5,5,Second hand / Good state,0,0,0,0,1,Salamanca
15611,1795329,384,5,5,Second hand / Good state,0,0,0,0,1,Tetuán
15612,919713,165,3,3,Second hand / Good state,0,0,0,1,1,Hortaleza
15613,662818,98,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
15614,732782,99,2,2,Second hand / Good state,0,0,0,0,1,Centro
15615,885470,86,2,1,Second hand / Good state,0,0,0,0,1,Salamanca
15616,317149,109,3,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15617,311223,92,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
15618,1944484,160,3,3,Second hand / Good state,0,0,0,1,1,Salamanca
15619,160970,103,3,1,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
15620,631628,262,5,4,Second hand / Good state,0,0,0,1,1,Fuencarral
15621,159817,86,3,1,Second hand / Unknown,0,0,0,0,0,San Blas
15622,184471,110,4,2,Second hand / Good state,0,0,0,0,1,Usera
15623,388205,80,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
15624,1899646,245,4,4,Second hand / Good state,0,0,0,0,1,Centro
15625,323600,73,1,1,Second hand / Good state,0,0,0,1,1,Chamartín
15626,255044,66,2,1,Second hand / Good state,0,0,0,0,1,Fuencarral
15627,718676,113,3,2,Second hand / Good state,0,0,0,0,1,Centro
15628,203427,67,1,1,Second hand / Good state,0,1,0,0,1,Latina
15629,95317,53,2,1,Second hand / Good state,0,0,0,0,0,San Blas
15630,144563,45,2,1,Second hand / Good state,0,0,0,0,0,Tetuán
15631,517614,104,3,1,Second hand / Good state,0,0,0,0,1,Centro
15632,243510,89,2,2,Second hand / Good state,0,0,0,0,1,Tetuán
15633,153518,91,3,1,Second hand / Good state,0,0,0,0,1,Latina
15634,1332383,291,4,3,Second hand / Good state,0,1,1,0,1,Tetuán
15635,772867,193,4,3,Second hand / Good state,0,0,0,0,1,Centro
15636,424605,107,5,1,Second hand / Needs reform,0,0,0,0,0,Centro
15637,1724414,302,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
15638,684064,123,3,2,Second hand / Needs reform,0,0,0,0,1,Chamartín
15639,351969,112,3,2,Second hand / Good state,0,0,0,0,1,Barajas
15640,530081,98,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
15641,763701,198,3,1,Second hand / Good state,0,0,1,0,1,Chamberí
15642,189627,107,3,2,Second hand / Good state,0,0,0,0,0,Tetuán
15643,145898,45,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
15644,1372485,203,5,3,Second hand / Good state,0,0,0,0,1,Chamberí
15645,653436,129,3,3,Second hand / Good state,0,0,0,0,1,Chamberí
15646,681203,237,2,3,Second hand / Good state,0,0,0,1,1,Fuencarral
15647,308023,124,4,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15648,605116,83,0,2,Second hand / Good state,1,1,1,0,0,Moncloa
15649,393482,105,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
15650,373413,113,3,2,Second hand / Good state,0,0,0,0,1,Fuencarral
15651,1546361,220,3,2,New development,0,0,0,0,1,Chamberí
15652,179627,97,3,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
15653,210340,78,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
15654,1209913,200,4,2,Second hand / Good state,0,0,0,0,1,Centro
15655,230965,68,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
15656,272699,76,3,1,Second hand / Good state,0,0,0,0,0,Latina
15657,197144,60,2,1,Second hand / Unknown,0,0,0,0,0,Centro
15658,142419,30,1,1,Second hand / Good state,0,0,0,0,0,Centro
15659,100386,67,3,1,Second hand / Needs reform,0,0,0,0,0,Villa de Vallecas
15660,1999969,161,3,3,Second hand / Good state,0,0,0,1,1,Salamanca
15661,1238218,208,3,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
15662,592428,62,1,1,Second hand / Good state,0,0,0,1,1,Salamanca
15663,799565,238,4,3,Second hand / Good state,0,0,0,0,1,Centro
15664,151736,64,2,1,Second hand / Good state,0,0,0,0,1,Latina
15665,294491,46,0,1,Second hand / Needs reform,0,0,0,0,1,Retiro
15666,696139,119,2,2,Second hand / Good state,0,0,0,0,0,Centro
15667,367096,90,2,2,Second hand / Good state,0,0,0,1,1,San Blas
15668,212120,66,2,1,Second hand / Needs reform,0,0,0,0,1,Fuencarral
15669,670449,122,4,2,Second hand / Good state,0,0,0,1,1,Chamartín
15670,399322,63,1,1,Second hand / Good state,0,0,0,0,1,Tetuán
15671,542284,79,2,1,Second hand / Needs reform,0,0,0,0,1,Chamartín
15672,284035,83,2,1,Second hand / Good state,0,0,1,1,1,Hortaleza
15673,142848,101,3,1,Second hand / Needs reform,0,0,0,0,0,Latina
15674,1453497,418,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
15675,357231,152,1,1,Second hand / Good state,0,1,0,1,1,San Blas
15676,85760,48,2,1,Second hand / Needs reform,0,0,0,0,0,Puente de Vallecas
15677,254430,109,3,2,Second hand / Good state,0,0,0,1,1,Villa de Vallecas
15678,241352,38,1,1,Second hand / Good state,0,0,0,0,1,Moncloa
15679,297380,87,3,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
15680,162751,76,3,1,Second hand / Good state,0,0,0,0,0,Moratalaz
15681,803291,189,4,3,Second hand / Good state,0,0,0,1,1,Fuencarral
15682,269096,67,2,1,New development,0,1,0,0,1,Latina
15683,206060,88,3,1,Second hand / Good state,0,0,0,0,1,San Blas
15684,417402,89,4,2,Second hand / Good state,0,0,0,0,1,Centro
15685,92650,38,1,1,Second hand / Good state,0,0,0,0,0,Carabanchel
15686,171849,33,1,1,Second hand / Good state,0,0,0,0,0,Centro
15687,645338,233,3,3,Second hand / Good state,0,0,0,0,1,Moncloa
15688,404940,113,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
15689,497286,122,6,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
15690,301432,86,3,1,Second hand / Good state,0,0,0,0,1,Fuencarral
15691,157835,63,2,1,Second hand / Good state,0,0,0,0,1,Hortaleza
15692,458056,144,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
15693,435153,85,3,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
15694,364481,100,3,2,Second hand / Good state,0,0,0,1,1,San Blas
15695,1258117,344,6,3,Second hand / Good state,0,0,1,1,1,Ciudad Lineal
15696,206089,62,2,1,Second hand / Good state,0,0,0,0,1,Tetuán
15697,76034,100,2,1,Second hand / Good state,0,0,0,0,1,Villaverde
15698,221259,63,2,1,Second hand / Good state,0,0,0,0,1,Moncloa
15699,158871,70,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
15700,3150020,458,5,5,Second hand / Needs reform,0,0,0,1,1,Chamartín
